Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
10/21/2015,0:19:33,Aragorn (Strider),Human,Snaga,1,10,1,7,5,Cram,Limpë,Point 002454,Aragorn (Strider),Human,47.43,2454
10/21/2015,15:22:7,Boromir, Human,Shagrat,11,7,1,5,9,Lembas,Ent-draught,Point 002455,Aragorn (Strider),Human,14.84,2455
10/21/2015,16:5:13,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,8,11,1,7,3,Cram,Ent-draught,Point 002456,Aragorn (Strider),Human,2.06,2456
10/21/2015,5:45:24,Peregrin "Pippin" Took,Hobbit,Sharku,10,8,1,1,9,Petty-dwarf roots,Limpë,Point 002457,Aragorn (Strider),Human,25.64,2457
10/22/2015,4:59:40,Frodo Baggins,Hobbit,Murgash,7,13,5,5,2,Petty-dwarf roots,Ent-draught,Point 002458,Samwise "Sam" Gamgee,Hobbit,29.31,2458
10/22/2015,5:11:37,Samwise "Sam" Gamgee,Hobbit,Gothmog,2,12,5,0,6,Honey-cake,Miruvor,Point 002459,Samwise "Sam" Gamgee,Hobbit,26.81,2459
10/22/2015,20:4:40,Gandalf the Grey,Human,Murgash,4,2,5,1,8,Honey-cake,Ent-draught,Point 002460,Samwise "Sam" Gamgee,Hobbit,12.51,2460
10/22/2015,12:50:39,Legolas,Elf,Sharku,4,11,5,3,2,Petty-dwarf roots,Limpë,Point 002461,Samwise "Sam" Gamgee,Hobbit,66.56,2461
10/22/2015,7:9:23,Gimli,Dwarf,Lugdush,6,5,5,1,3,Petty-dwarf roots,Miruvor,Point 002462,Samwise "Sam" Gamgee,Hobbit,49.25,2462
10/22/2015,4:55:13,Aragorn (Strider),Human,Shagrat,11,6,5,7,4,Honey-cake,Miruvor,Point 002463,Samwise "Sam" Gamgee,Hobbit,62.36,2463
10/22/2015,7:10:49,Boromir, Human,Guritz,8,0,5,8,9,Petty-dwarf roots,Limpë,Point 002464,Samwise "Sam" Gamgee,Hobbit,85.01,2464
10/22/2015,13:43:15,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,2,9,5,5,0,Lembas,Limpë,Point 002465,Samwise "Sam" Gamgee,Hobbit,32.14,2465
10/22/2015,9:22:53,Peregrin "Pippin" Took,Hobbit,Grishnákh,0,6,5,6,2,Cram,Ent-draught,Point 002466,Samwise "Sam" Gamgee,Hobbit,16.52,2466
10/23/2015,20:37:32,Frodo Baggins,Hobbit,Lugdush,1,1,4,1,8,Cram,Miruvor,Point 002467,Legolas,Elf,8.97,2467
10/23/2015,4:19:25,Samwise "Sam" Gamgee,Hobbit,Lugdush,14,5,4,2,8,Petty-dwarf roots,Limpë,Point 002468,Legolas,Elf,36.85,2468
10/23/2015,1:14:18,Gandalf the Grey,Human,Gothmog,13,13,4,4,4,Petty-dwarf roots,Limpë,Point 002469,Legolas,Elf,90.28,2469
10/23/2015,15:20:39,Legolas,Elf,Shagrat,10,12,4,1,4,Honey-cake,Limpë,Point 002470,Legolas,Elf,51.78,2470
10/23/2015,22:10:52,Gimli,Dwarf,Snaga,12,6,4,5,6,Honey-cake,Ent-draught,Point 002471,Legolas,Elf,30.88,2471
10/23/2015,0:40:9,Aragorn (Strider),Human,Lurtz,4,10,4,3,8,Petty-dwarf roots,Ent-draught,Point 002472,Legolas,Elf,33.68,2472
10/23/2015,10:41:19,Boromir, Human,Gorbag,2,9,4,8,6,Petty-dwarf roots,Limpë,Point 002473,Legolas,Elf,67.59,2473
10/23/2015,16:41:35,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,0,3,4,0,6,Honey-cake,Miruvor,Point 002474,Legolas,Elf,94.01,2474
10/23/2015,2:14:3,Peregrin "Pippin" Took,Hobbit,Sharku,2,8,4,6,5,Lembas,Ent-draught,Point 002475,Legolas,Elf,56.15,2475
10/24/2015,13:27:57,Frodo Baggins,Hobbit,Grishnákh,3,6,2,0,3,Honey-cake,Limpë,Point 002476,Legolas,Elf,34.06,2476
10/24/2015,15:12:22,Samwise "Sam" Gamgee,Hobbit,Guritz,11,2,2,7,3,Honey-cake,Limpë,Point 002477,Legolas,Elf,20.05,2477
10/24/2015,22:1:9,Gandalf the Grey,Human,Mauhúr,4,10,2,3,9,Cram,Limpë,Point 002478,Legolas,Elf,46.07,2478
10/24/2015,6:10:30,Legolas,Elf,Sharku,12,8,2,1,7,Petty-dwarf roots,Miruvor,Point 002479,Legolas,Elf,92.02,2479
10/24/2015,6:24:47,Gimli,Dwarf,Shagrat,1,2,2,0,6,Honey-cake,Limpë,Point 002480,Legolas,Elf,54.32,2480
10/24/2015,3:13:11,Aragorn (Strider),Human,Grishnákh,0,3,2,6,2,Honey-cake,Miruvor,Point 002481,Legolas,Elf,4.5,2481
10/24/2015,10:43:50,Boromir, Human,Grishnákh,14,9,2,0,7,Lembas,Ent-draught,Point 002482,Legolas,Elf,72.3,2482
10/24/2015,22:7:26,Meriadoc "Merry" Brandybuck,Hobbit,Gothmog,10,9,2,5,4,Lembas,Miruvor,Point 002483,Legolas,Elf,39.18,2483
10/24/2015,0:51:53,Peregrin "Pippin" Took,Hobbit,Shagrat,4,7,2,8,6,Honey-cake,Ent-draught,Point 002484,Legolas,Elf,51.05,2484
10/25/2015,10:5:31,Frodo Baggins,Hobbit,Lurtz,10,5,3,2,9,Petty-dwarf roots,Ent-draught,Point 002485,Samwise "Sam" Gamgee,Hobbit,25.38,2485
10/25/2015,11:23:5,Samwise "Sam" Gamgee,Hobbit,Shagrat,12,11,3,2,3,Petty-dwarf roots,Limpë,Point 002486,Samwise "Sam" Gamgee,Hobbit,51.23,2486
10/25/2015,16:57:53,Gandalf the Grey,Human,Murgash,6,1,3,2,6,Petty-dwarf roots,Ent-draught,Point 002487,Samwise "Sam" Gamgee,Hobbit,79.39,2487
10/25/2015,10:43:37,Legolas,Elf,Gorbag,6,5,3,6,6,Cram,Miruvor,Point 002488,Samwise "Sam" Gamgee,Hobbit,65.95,2488
10/25/2015,5:25:33,Gimli,Dwarf,Lugdush,9,10,3,3,1,Lembas,Limpë,Point 002489,Samwise "Sam" Gamgee,Hobbit,98.56,2489
10/25/2015,17:38:51,Aragorn (Strider),Human,Grishnákh,12,6,3,3,8,Petty-dwarf roots,Limpë,Point 002490,Samwise "Sam" Gamgee,Hobbit,76.5,2490
10/25/2015,2:2:28,Boromir, Human,Lurtz,9,10,3,7,5,Petty-dwarf roots,Ent-draught,Point 002491,Samwise "Sam" Gamgee,Hobbit,12.75,2491
10/25/2015,21:46:11,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,6,6,3,4,2,Petty-dwarf roots,Ent-draught,Point 002492,Samwise "Sam" Gamgee,Hobbit,99.62,2492
10/25/2015,19:16:50,Peregrin "Pippin" Took,Hobbit,Murgash,8,0,3,2,7,Lembas,Ent-draught,Point 002493,Samwise "Sam" Gamgee,Hobbit,75.92,2493
10/26/2015,2:15:38,Frodo Baggins,Hobbit,Grishnákh,1,11,4,6,5,Lembas,Miruvor,Point 002494,Gimli,Dwarf,34.31,2494
10/26/2015,10:46:1,Samwise "Sam" Gamgee,Hobbit,Gorbag,0,11,4,1,5,Cram,Limpë,Point 002495,Gimli,Dwarf,6.89,2495
10/26/2015,14:42:40,Gandalf the Grey,Human,Snaga,2,10,4,2,0,Honey-cake,Ent-draught,Point 002496,Gimli,Dwarf,66.8,2496
10/26/2015,17:40:49,Legolas,Elf,Shagrat,6,6,4,8,4,Lembas,Limpë,Point 002497,Gimli,Dwarf,66.93,2497
10/26/2015,18:42:11,Gimli,Dwarf,Shagrat,0,3,4,4,0,Honey-cake,Ent-draught,Point 002498,Gimli,Dwarf,92.66,2498
10/26/2015,13:25:36,Aragorn (Strider),Human,Lugdush,9,10,4,3,0,Cram,Limpë,Point 002499,Gimli,Dwarf,67.36,2499
10/26/2015,6:13:26,Boromir, Human,Mauhúr,8,12,4,0,8,Petty-dwarf roots,Miruvor,Point 002500,Gimli,Dwarf,30.38,2500
10/26/2015,22:13:26,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,8,5,4,8,7,Cram,Ent-draught,Point 002501,Gimli,Dwarf,5.41,2501
10/26/2015,17:53:37,Peregrin "Pippin" Took,Hobbit,Sharku,0,10,4,0,6,Cram,Ent-draught,Point 002502,Gimli,Dwarf,82.29,2502
10/27/2015,4:38:50,Frodo Baggins,Hobbit,Shagrat,11,13,5,5,3,Cram,Limpë,Point 002503,Samwise "Sam" Gamgee,Hobbit,35.59,2503
10/27/2015,21:22:3,Samwise "Sam" Gamgee,Hobbit,Mauhúr,6,4,5,1,4,Cram,Ent-draught,Point 002504,Samwise "Sam" Gamgee,Hobbit,82.01,2504
10/27/2015,22:28:5,Gandalf the Grey,Human,Guritz,0,14,5,6,3,Cram,Ent-draught,Point 002505,Samwise "Sam" Gamgee,Hobbit,50.81,2505
10/27/2015,9:27:28,Legolas,Elf,Gothmog,14,8,5,8,5,Lembas,Limpë,Point 002506,Samwise "Sam" Gamgee,Hobbit,54.8,2506
10/27/2015,1:32:25,Gimli,Dwarf,Shagrat,11,10,5,3,5,Lembas,Ent-draught,Point 002507,Samwise "Sam" Gamgee,Hobbit,66.0,2507
10/27/2015,8:53:52,Aragorn (Strider),Human,Guritz,7,3,5,5,2,Honey-cake,Limpë,Point 002508,Samwise "Sam" Gamgee,Hobbit,29.73,2508
10/27/2015,14:32:12,Boromir, Human,Mauhúr,10,14,5,3,0,Honey-cake,Miruvor,Point 002509,Samwise "Sam" Gamgee,Hobbit,42.4,2509
10/27/2015,20:22:24,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,1,6,5,7,9,Cram,Miruvor,Point 002510,Samwise "Sam" Gamgee,Hobbit,76.97,2510
10/27/2015,7:5:12,Peregrin "Pippin" Took,Hobbit,Murgash,9,11,5,5,0,Lembas,Ent-draught,Point 002511,Samwise "Sam" Gamgee,Hobbit,15.95,2511
10/28/2015,0:51:40,Frodo Baggins,Hobbit,Mauhúr,12,6,1,1,4,Cram,Limpë,Point 002512,Legolas,Elf,92.72,2512
10/28/2015,22:28:50,Samwise "Sam" Gamgee,Hobbit,Lugdush,3,2,1,6,4,Lembas,Miruvor,Point 002513,Legolas,Elf,99.23,2513
10/28/2015,11:24:42,Gandalf the Grey,Human,Snaga,1,3,1,6,9,Lembas,Miruvor,Point 002514,Legolas,Elf,27.84,2514
10/28/2015,18:49:11,Legolas,Elf,Grishnákh,10,2,1,1,4,Honey-cake,Limpë,Point 002515,Legolas,Elf,25.7,2515
10/28/2015,19:0:27,Gimli,Dwarf,Gothmog,7,14,1,3,3,Petty-dwarf roots,Miruvor,Point 002516,Legolas,Elf,8.03,2516
10/28/2015,16:13:53,Aragorn (Strider),Human,Guritz,10,7,1,4,2,Petty-dwarf roots,Limpë,Point 002517,Legolas,Elf,81.36,2517
10/28/2015,18:15:30,Boromir, Human,Snaga,7,7,1,4,9,Petty-dwarf roots,Ent-draught,Point 002518,Legolas,Elf,97.34,2518
10/28/2015,14:9:46,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,14,6,1,2,7,Lembas,Limpë,Point 002519,Legolas,Elf,20.48,2519
10/28/2015,12:8:40,Peregrin "Pippin" Took,Hobbit,Guritz,5,10,1,1,3,Petty-dwarf roots,Limpë,Point 002520,Legolas,Elf,33.93,2520
11/1/2015,17:20:18,Frodo Baggins,Hobbit,Grishnákh,3,2,2,6,7,Petty-dwarf roots,Limpë,Point 002521,Legolas,Elf,78.81,2521
11/1/2015,14:55:50,Samwise "Sam" Gamgee,Hobbit,Lugdush,14,7,2,3,9,Lembas,Miruvor,Point 002522,Legolas,Elf,33.79,2522
11/1/2015,20:22:18,Gandalf the Grey,Human,Murgash,2,14,2,6,2,Petty-dwarf roots,Miruvor,Point 002523,Legolas,Elf,20.61,2523
11/1/2015,6:27:46,Legolas,Elf,Mauhúr,2,3,2,6,6,Petty-dwarf roots,Miruvor,Point 002524,Legolas,Elf,27.07,2524
11/1/2015,8:42:36,Gimli,Dwarf,Gothmog,13,3,2,3,5,Honey-cake,Miruvor,Point 002525,Legolas,Elf,7.95,2525
11/1/2015,22:26:2,Aragorn (Strider),Human,Mauhúr,10,10,2,7,2,Honey-cake,Miruvor,Point 002526,Legolas,Elf,74.44,2526
11/1/2015,1:47:28,Boromir, Human,Guritz,7,14,2,5,7,Petty-dwarf roots,Limpë,Point 002527,Legolas,Elf,5.26,2527
11/1/2015,10:13:38,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,9,6,2,5,2,Lembas,Miruvor,Point 002528,Legolas,Elf,69.43,2528
11/1/2015,2:36:42,Peregrin "Pippin" Took,Hobbit,Gorbag,6,2,2,7,8,Petty-dwarf roots,Miruvor,Point 002529,Legolas,Elf,29.6,2529
11/2/2015,12:44:28,Frodo Baggins,Hobbit,Lugdush,2,12,5,6,9,Lembas,Ent-draught,Point 002530,Legolas,Elf,38.31,2530
11/2/2015,13:4:36,Samwise "Sam" Gamgee,Hobbit,Grishnákh,2,8,5,8,8,Lembas,Limpë,Point 002531,Legolas,Elf,60.08,2531
11/2/2015,10:24:35,Gandalf the Grey,Human,Gothmog,4,0,5,1,3,Lembas,Limpë,Point 002532,Legolas,Elf,51.94,2532
11/2/2015,7:40:24,Legolas,Elf,Gorbag,4,4,5,6,7,Cram,Ent-draught,Point 002533,Legolas,Elf,36.08,2533
11/2/2015,3:15:55,Gimli,Dwarf,Mauhúr,5,0,5,8,6,Honey-cake,Miruvor,Point 002534,Legolas,Elf,74.7,2534
11/2/2015,11:4:38,Aragorn (Strider),Human,Guritz,2,4,5,8,3,Honey-cake,Ent-draught,Point 002535,Legolas,Elf,68.83,2535
11/2/2015,16:54:46,Boromir, Human,Grishnákh,13,6,5,8,5,Petty-dwarf roots,Miruvor,Point 002536,Legolas,Elf,93.39,2536
11/2/2015,15:24:51,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,8,5,5,6,9,Honey-cake,Miruvor,Point 002537,Legolas,Elf,84.24,2537
11/2/2015,11:28:14,Peregrin "Pippin" Took,Hobbit,Gothmog,3,0,5,2,9,Cram,Miruvor,Point 002538,Legolas,Elf,70.16,2538
11/3/2015,11:41:19,Frodo Baggins,Hobbit,Guritz,12,10,2,3,7,Honey-cake,Ent-draught,Point 002539,Samwise "Sam" Gamgee,Hobbit,13.56,2539
11/3/2015,21:21:12,Samwise "Sam" Gamgee,Hobbit,Sharku,6,10,2,3,1,Lembas,Limpë,Point 002540,Samwise "Sam" Gamgee,Hobbit,18.2,2540
11/3/2015,14:49:1,Gandalf the Grey,Human,Shagrat,2,13,2,8,3,Cram,Miruvor,Point 002541,Samwise "Sam" Gamgee,Hobbit,8.58,2541
11/3/2015,12:2:28,Legolas,Elf,Gothmog,2,5,2,3,8,Honey-cake,Limpë,Point 002542,Samwise "Sam" Gamgee,Hobbit,12.67,2542
11/3/2015,15:34:5,Gimli,Dwarf,Murgash,5,11,2,5,6,Cram,Miruvor,Point 002543,Samwise "Sam" Gamgee,Hobbit,55.42,2543
11/3/2015,0:39:28,Aragorn (Strider),Human,Sharku,7,12,2,5,6,Petty-dwarf roots,Ent-draught,Point 002544,Samwise "Sam" Gamgee,Hobbit,22.02,2544
11/3/2015,13:2:29,Boromir, Human,Gorbag,4,4,2,5,3,Lembas,Limpë,Point 002545,Samwise "Sam" Gamgee,Hobbit,41.87,2545
11/3/2015,22:50:26,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,3,7,2,7,0,Lembas,Limpë,Point 002546,Samwise "Sam" Gamgee,Hobbit,65.0,2546
11/3/2015,4:25:47,Peregrin "Pippin" Took,Hobbit,Lugdush,13,5,2,3,0,Petty-dwarf roots,Miruvor,Point 002547,Samwise "Sam" Gamgee,Hobbit,29.29,2547
11/4/2015,2:10:0,Frodo Baggins,Hobbit,Gothmog,14,0,4,1,3,Cram,Limpë,Point 002548,Legolas,Elf,3.3,2548
11/4/2015,6:39:46,Samwise "Sam" Gamgee,Hobbit,Gothmog,13,13,4,0,4,Lembas,Limpë,Point 002549,Legolas,Elf,73.3,2549
11/4/2015,21:7:9,Gandalf the Grey,Human,Lurtz,7,3,4,2,2,Lembas,Ent-draught,Point 002550,Legolas,Elf,18.51,2550
11/4/2015,16:58:41,Legolas,Elf,Gorbag,10,8,4,2,5,Lembas,Limpë,Point 002551,Legolas,Elf,17.24,2551
11/4/2015,1:12:23,Gimli,Dwarf,Lurtz,1,9,4,3,4,Cram,Ent-draught,Point 002552,Legolas,Elf,90.58,2552
11/4/2015,1:46:37,Aragorn (Strider),Human,Guritz,7,5,4,7,2,Honey-cake,Ent-draught,Point 002553,Legolas,Elf,70.37,2553
11/4/2015,5:32:10,Boromir, Human,Guritz,4,2,4,7,4,Honey-cake,Miruvor,Point 002554,Legolas,Elf,62.39,2554
11/4/2015,5:44:12,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,1,12,4,4,3,Petty-dwarf roots,Ent-draught,Point 002555,Legolas,Elf,32.89,2555
11/4/2015,10:35:6,Peregrin "Pippin" Took,Hobbit,Guritz,4,13,4,8,3,Honey-cake,Ent-draught,Point 002556,Legolas,Elf,94.36,2556
11/5/2015,7:32:47,Frodo Baggins,Hobbit,Gothmog,3,7,1,8,1,Lembas,Miruvor,Point 002557,Aragorn (Strider),Human,62.16,2557
11/5/2015,10:20:22,Samwise "Sam" Gamgee,Hobbit,Mauhúr,3,12,1,6,6,Petty-dwarf roots,Miruvor,Point 002558,Aragorn (Strider),Human,66.85,2558
11/5/2015,1:59:35,Gandalf the Grey,Human,Lurtz,13,5,1,2,4,Petty-dwarf roots,Ent-draught,Point 002559,Aragorn (Strider),Human,37.86,2559
11/5/2015,19:53:25,Legolas,Elf,Mauhúr,12,7,1,3,3,Petty-dwarf roots,Limpë,Point 002560,Aragorn (Strider),Human,41.35,2560
11/5/2015,6:8:48,Gimli,Dwarf,Shagrat,0,9,1,2,9,Lembas,Miruvor,Point 002561,Aragorn (Strider),Human,72.79,2561
11/5/2015,2:18:44,Aragorn (Strider),Human,Lugdush,3,0,1,3,5,Lembas,Limpë,Point 002562,Aragorn (Strider),Human,19.98,2562
11/5/2015,14:54:9,Boromir, Human,Shagrat,6,11,1,2,1,Cram,Ent-draught,Point 002563,Aragorn (Strider),Human,40.14,2563
11/5/2015,11:20:58,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,4,12,1,4,8,Lembas,Miruvor,Point 002564,Aragorn (Strider),Human,62.17,2564
11/5/2015,5:0:31,Peregrin "Pippin" Took,Hobbit,Shagrat,0,7,1,2,5,Honey-cake,Limpë,Point 002565,Aragorn (Strider),Human,46.93,2565
11/6/2015,13:33:46,Frodo Baggins,Hobbit,Gothmog,1,8,1,0,7,Honey-cake,Limpë,Point 002566,Samwise "Sam" Gamgee,Hobbit,82.02,2566
11/6/2015,6:24:29,Samwise "Sam" Gamgee,Hobbit,Gorbag,1,11,1,0,2,Cram,Miruvor,Point 002567,Samwise "Sam" Gamgee,Hobbit,77.96,2567
11/6/2015,18:46:40,Gandalf the Grey,Human,Snaga,14,8,1,4,6,Honey-cake,Miruvor,Point 002568,Samwise "Sam" Gamgee,Hobbit,47.86,2568
11/6/2015,13:50:19,Legolas,Elf,Murgash,3,6,1,0,6,Cram,Ent-draught,Point 002569,Samwise "Sam" Gamgee,Hobbit,92.96,2569
11/6/2015,2:31:17,Gimli,Dwarf,Lugdush,4,0,1,2,5,Petty-dwarf roots,Ent-draught,Point 002570,Samwise "Sam" Gamgee,Hobbit,8.63,2570
11/6/2015,11:54:24,Aragorn (Strider),Human,Gorbag,5,12,1,4,2,Cram,Ent-draught,Point 002571,Samwise "Sam" Gamgee,Hobbit,50.75,2571
11/6/2015,5:14:52,Boromir, Human,Snaga,3,9,1,7,7,Cram,Limpë,Point 002572,Samwise "Sam" Gamgee,Hobbit,17.87,2572
11/6/2015,6:31:59,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,12,8,1,1,2,Lembas,Miruvor,Point 002573,Samwise "Sam" Gamgee,Hobbit,37.43,2573
11/6/2015,5:15:31,Peregrin "Pippin" Took,Hobbit,Guritz,8,9,1,8,1,Petty-dwarf roots,Limpë,Point 002574,Samwise "Sam" Gamgee,Hobbit,50.55,2574
11/7/2015,8:36:54,Frodo Baggins,Hobbit,Shagrat,9,3,4,5,1,Lembas,Limpë,Point 002575,Boromir, Human,75.93,2575
11/7/2015,20:4:10,Samwise "Sam" Gamgee,Hobbit,Murgash,5,12,4,2,0,Lembas,Miruvor,Point 002576,Boromir, Human,44.58,2576
11/7/2015,14:25:42,Gandalf the Grey,Human,Guritz,8,2,4,4,5,Cram,Ent-draught,Point 002577,Boromir, Human,67.08,2577
11/7/2015,0:37:3,Legolas,Elf,Gothmog,2,7,4,2,8,Honey-cake,Limpë,Point 002578,Boromir, Human,58.65,2578
11/7/2015,10:54:36,Gimli,Dwarf,Murgash,6,13,4,0,4,Honey-cake,Ent-draught,Point 002579,Boromir, Human,4.8,2579
11/7/2015,16:28:18,Aragorn (Strider),Human,Murgash,0,4,4,5,5,Lembas,Miruvor,Point 002580,Boromir, Human,97.34,2580
11/7/2015,20:38:59,Boromir, Human,Snaga,4,4,4,5,6,Cram,Limpë,Point 002581,Boromir, Human,20.22,2581
11/7/2015,0:26:4,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,9,14,4,8,2,Honey-cake,Miruvor,Point 002582,Boromir, Human,17.6,2582
11/7/2015,4:58:43,Peregrin "Pippin" Took,Hobbit,Snaga,5,12,4,0,6,Cram,Ent-draught,Point 002583,Boromir, Human,76.49,2583
11/8/2015,10:45:29,Frodo Baggins,Hobbit,Gorbag,11,14,5,1,0,Honey-cake,Limpë,Point 002584,Legolas,Elf,2.78,2584
11/8/2015,14:12:19,Samwise "Sam" Gamgee,Hobbit,Sharku,0,12,5,8,7,Cram,Ent-draught,Point 002585,Legolas,Elf,51.48,2585
11/8/2015,8:45:23,Gandalf the Grey,Human,Murgash,10,11,5,3,4,Petty-dwarf roots,Ent-draught,Point 002586,Legolas,Elf,31.87,2586
11/8/2015,19:12:0,Legolas,Elf,Gothmog,9,2,5,5,0,Lembas,Limpë,Point 002587,Legolas,Elf,89.76,2587
11/8/2015,14:59:9,Gimli,Dwarf,Snaga,2,14,5,5,1,Cram,Ent-draught,Point 002588,Legolas,Elf,24.45,2588
11/8/2015,21:35:30,Aragorn (Strider),Human,Sharku,5,1,5,4,3,Cram,Miruvor,Point 002589,Legolas,Elf,39.9,2589
11/8/2015,0:7:46,Boromir, Human,Murgash,8,7,5,1,5,Petty-dwarf roots,Limpë,Point 002590,Legolas,Elf,13.73,2590
11/8/2015,18:26:18,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,10,1,5,8,3,Honey-cake,Limpë,Point 002591,Legolas,Elf,99.28,2591
11/8/2015,14:39:57,Peregrin "Pippin" Took,Hobbit,Shagrat,3,9,5,3,0,Honey-cake,Ent-draught,Point 002592,Legolas,Elf,33.14,2592
11/9/2015,3:41:16,Frodo Baggins,Hobbit,Shagrat,4,14,4,2,4,Petty-dwarf roots,Limpë,Point 002593,Frodo Baggins,Hobbit,55.84,2593
11/9/2015,4:38:34,Samwise "Sam" Gamgee,Hobbit,Sharku,10,3,4,1,4,Honey-cake,Limpë,Point 002594,Frodo Baggins,Hobbit,99.54,2594
11/9/2015,12:25:5,Gandalf the Grey,Human,Guritz,12,4,4,1,4,Lembas,Limpë,Point 002595,Frodo Baggins,Hobbit,30.98,2595
11/9/2015,11:10:43,Legolas,Elf,Gorbag,1,12,4,5,6,Cram,Ent-draught,Point 002596,Frodo Baggins,Hobbit,55.37,2596
11/9/2015,18:21:40,Gimli,Dwarf,Gothmog,0,7,4,1,0,Lembas,Limpë,Point 002597,Frodo Baggins,Hobbit,62.87,2597
11/9/2015,0:40:55,Aragorn (Strider),Human,Gorbag,2,2,4,1,7,Honey-cake,Miruvor,Point 002598,Frodo Baggins,Hobbit,84.29,2598
11/9/2015,13:5:24,Boromir, Human,Lugdush,11,12,4,1,7,Cram,Miruvor,Point 002599,Frodo Baggins,Hobbit,26.04,2599
11/9/2015,11:33:47,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,9,7,4,0,8,Petty-dwarf roots,Ent-draught,Point 002600,Frodo Baggins,Hobbit,12.23,2600
11/9/2015,22:0:10,Peregrin "Pippin" Took,Hobbit,Gorbag,14,8,4,8,7,Honey-cake,Miruvor,Point 002601,Frodo Baggins,Hobbit,39.14,2601
11/10/2015,11:30:33,Frodo Baggins,Hobbit,Shagrat,3,9,3,2,3,Lembas,Ent-draught,Point 002602,Legolas,Elf,71.62,2602
11/10/2015,15:24:38,Samwise "Sam" Gamgee,Hobbit,Mauhúr,10,9,3,1,9,Petty-dwarf roots,Miruvor,Point 002603,Legolas,Elf,45.09,2603
11/10/2015,6:1:40,Gandalf the Grey,Human,Sharku,1,0,3,7,8,Petty-dwarf roots,Miruvor,Point 002604,Legolas,Elf,80.18,2604
11/10/2015,14:54:37,Legolas,Elf,Mauhúr,2,9,3,2,8,Cram,Miruvor,Point 002605,Legolas,Elf,48.54,2605
11/10/2015,0:48:30,Gimli,Dwarf,Sharku,4,0,3,1,0,Petty-dwarf roots,Miruvor,Point 002606,Legolas,Elf,99.63,2606
11/10/2015,12:19:0,Aragorn (Strider),Human,Grishnákh,9,4,3,2,5,Petty-dwarf roots,Ent-draught,Point 002607,Legolas,Elf,73.69,2607
11/10/2015,3:4:47,Boromir, Human,Murgash,10,6,3,2,9,Lembas,Ent-draught,Point 002608,Legolas,Elf,67.58,2608
11/10/2015,7:27:7,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,3,9,3,1,0,Honey-cake,Ent-draught,Point 002609,Legolas,Elf,32.95,2609
11/10/2015,16:24:1,Peregrin "Pippin" Took,Hobbit,Grishnákh,10,6,3,6,0,Honey-cake,Limpë,Point 002610,Legolas,Elf,40.19,2610
11/11/2015,22:43:18,Frodo Baggins,Hobbit,Mauhúr,6,4,3,8,8,Lembas,Ent-draught,Point 002611,Aragorn (Strider),Human,82.74,2611
11/11/2015,17:22:24,Samwise "Sam" Gamgee,Hobbit,Shagrat,0,7,3,0,4,Cram,Ent-draught,Point 002612,Aragorn (Strider),Human,16.37,2612
11/11/2015,20:32:39,Gandalf the Grey,Human,Murgash,14,5,3,4,4,Lembas,Miruvor,Point 002613,Aragorn (Strider),Human,42.11,2613
11/11/2015,9:34:21,Legolas,Elf,Shagrat,8,9,3,6,4,Petty-dwarf roots,Miruvor,Point 002614,Aragorn (Strider),Human,64.76,2614
11/11/2015,21:38:39,Gimli,Dwarf,Mauhúr,2,2,3,7,2,Petty-dwarf roots,Miruvor,Point 002615,Aragorn (Strider),Human,34.91,2615
11/11/2015,1:22:24,Aragorn (Strider),Human,Shagrat,5,11,3,0,9,Lembas,Ent-draught,Point 002616,Aragorn (Strider),Human,85.57,2616
11/11/2015,8:1:45,Boromir, Human,Gorbag,13,10,3,2,6,Honey-cake,Miruvor,Point 002617,Aragorn (Strider),Human,15.42,2617
11/11/2015,7:23:14,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,9,12,3,2,2,Cram,Miruvor,Point 002618,Aragorn (Strider),Human,82.29,2618
11/11/2015,18:48:53,Peregrin "Pippin" Took,Hobbit,Mauhúr,7,2,3,8,4,Lembas,Ent-draught,Point 002619,Aragorn (Strider),Human,16.9,2619
11/12/2015,18:27:37,Frodo Baggins,Hobbit,Shagrat,8,0,4,3,9,Cram,Limpë,Point 002620,Gimli,Dwarf,12.4,2620
11/12/2015,11:3:48,Samwise "Sam" Gamgee,Hobbit,Sharku,8,8,4,4,6,Cram,Miruvor,Point 002621,Gimli,Dwarf,41.82,2621
